,index,coordinates,codeInsee,nom,adresse_ligne01,adresse_ligne02,adresse_ligne03,adresse_code_postal,adresse_commune,adresse_coordonnees,telephone,e_mail,url,zonage_commune
369,permanence_juridique-33240-01,"[-0.936344, 45.306394]",33240,Point-justice - Point d'accès au droit de Lesparre-Medoc,"Espace Info Ecoute, 10 place du Maréchal Foch",,,33340,LESPARRE MEDOC,"[-0.936344, 45.306394]",05 56 41 41 39,,,['33240 Lesparre-Médoc']
370,permanence_juridique-33108-01,"[-0.046378, 44.851527]",33108,Point-justice - relais d'accès au droit de la Communauté de communes Castillon-Pujols à Castillon-La-Bataille,"Maison de Services au Public, 2, rue du 19 mars 1962",,,33350,CASTILLON LA BATAILLE,"[-0.046378, 44.851527]",05 57 41 52 60,,,['33108 Castillon-la-Bataille']
371,permanence_juridique-33402-01,"[0.214442, 44.839835]",33402,Point-justice - France services,12 boulevard Charles Garrau,,,33220,STE FOY LA GRANDE,"[0.214442, 44.839835]",05 57 48 60 90,,,['33402 Sainte-Foy-la-Grande']
372,permanence_juridique-33243-02,"[-0.237106, 44.909576]",33243,Point-justice - Point d'accès au droit de La Cali à Libourne,"A la Sous-préfecture de Libourne, 8 bis avenue de Verdun",,,33500,LIBOURNE,"[-0.237106, 44.909576]",05 57 25 45 74,,,['33243 Libourne']
373,permanence_juridique-33063-01,"[-0.579796, 44.823583]",33063,Point-justice - Point d'accès au droit de l'Institut Bergonié,229 Cours de l'Argonne,,,33076,BORDEAUX CEDEX,"[-0.579796, 44.823583]",05 56 33 33 61,,,['33063 Bordeaux']
374,permanence_juridique-33456-01,"[-0.604138, 45.321884]",33456,Point-justice - relais d'accès au droit de Saint Palais,place de l'Hôtel de ville,,,64120,ST PALAIS,"[-0.604138, 45.321884]",05 59 65 73 06,,,['33456 Saint-Palais']
375,permanence_juridique-33138-01,"[-0.131184, 45.038158]",33138,Point-justice - Point d'accès au droit de La Cali à Libourne (deuxième site),4 rue Baste - Ilot des Georgets,,,33230,COUTRAS,"[-0.131184, 45.038158]",05 57 25 45 74,,,['33138 Coutras']
376,permanence_juridique-33389-01,"[-0.609685, 45.291045]",33389,Point-justice - France services,17 rue André Lafon,,,33820,ST CIERS SUR GIRONDE,"[-0.609685, 45.291045]",05 57 32 66 99,,,['33389 Saint-Ciers-sur-Gironde']
377,permanence_juridique-97801-03,"[5.004892, 45.76646]",97801,Point-justice - Point d'accès au droit du tribunal de proximité de Marigot,Tribunal d’Instance de Marigot,,,97150,ST MARTIN,"[5.004892, 45.76646]",06 90 25 98 42,,,['97801 Saint-Martin']
378,permanence_juridique-97801-01,"[5.004892, 45.76646]",97801,Point-justice - Point d'accès au droit de Quartier d'Orléans,"Maison de Service Au public (MSAP) de quartier d’Orléans route du Stade, Parking Stade Thelbert Carti",,,97150,ST MARTIN,"[5.004892, 45.76646]",06 90 25 98 42,,,['97801 Saint-Martin']
379,permanence_juridique-97801-02,"[5.004892, 45.76646]",97801,Point-justice - Point d'accès au droit de Sandy Ground,"Maison de Service Au public (MSAP) de Sandy Ground, route de Sandy Ground",,,97150,ST MARTIN,"[5.004892, 45.76646]",06 90 25 98 42,,,['97801 Saint-Martin']
380,permanence_juridique-79079-01,"[-0.752637, 46.930933]",79079,Point-justice - France services,14 rue des frères Barrenne,,,64130,MAULEON,"[-0.752637, 46.930933]",05 59 28 78 78,,,['79079 Mauléon']
381,permanence_juridique-79049-01,"[-0.492582, 46.840063]",79049,Point-justice - Point d’accès au droit de Bressuire,boulevard Alexandre 1er,,,79300,BRESSUIRE,"[-0.492582, 46.840063]",06 28 97 87 12,,,['79049 Bressuire']
382,permanence_juridique-79191-01,"[-0.465967, 46.323525]",79191,Point-justice - relais d’accès au droit au tribunal judiciaire de Niort,2 rue du Palais,,,79028,NIORT,"[-0.465967, 46.323525]",06 28 97 87 12,,,['79191 Niort']
383,permanence_juridique-79329-01,"[-0.216534, 46.975776]",79329,Point-justice - Point d’accès au droit de Thouars,14 place Saint-Laon,,,79103,THOUARS,"[-0.216534, 46.975776]",05 49 68 11 11,,,['79329 Thouars']
384,permanence_juridique-87085-03,"[1.250785, 45.832019]",87085,Point-justice - relais d'accès au droit Cité judiciaire de Limoges,23 place Winston Churchill,,,87000,LIMOGES,"[1.250785, 45.832019]",05 87 19 34 00,,,['87085 Limoges']
385,permanence_juridique-87085-05,"[1.259025, 45.828596]",87085,Point-justice - relais d'accès au droit Limoges (entreprises et salariés),31 rue Haute-Vienne,,,87000,LIMOGES,"[1.259025, 45.828596]",05 87 19 34 00,,,['87085 Limoges']
386,permanence_juridique-87154-01,"[0.918088, 45.892502]",87154,Point-justice - relais d'accès au droit de la Maison du droit de Saint-Junien,16 Bis rue Gustave Flaubert,,,87200,ST JUNIEN,"[0.918088, 45.892502]",05 55 43 06 80,,,['87154 Saint-Junien']
387,permanence_juridique-87085-11,"[1.264044, 45.842795]",87085,Point-justice - relais d'accès au droit des Restaurants du Cœur de Limoges,85 rue Chinchauvaud,,,87100,LIMOGES,"[1.264044, 45.842795]",05 55 77 42 76,,,['87085 Limoges']
388,permanence_juridique-87085-01,"[1.25785, 45.833189]",87085,Point-justice - relais d'accès au droit Maison des Adolescents de Limoges,1 place de la Préfecture,,,87000,LIMOGES,"[1.25785, 45.833189]",05 55 12 76 00,,,['87085 Limoges']
389,permanence_juridique-87187-01,"[1.204945, 45.510959]",87187,Point-justice - France services,rue du 8 mai 1945,,,87500,ST YRIEIX LA PERCHE,"[1.204945, 45.510959]",05 55 08 88 76,,,['87187 Saint-Yrieix-la-Perche']
390,permanence_juridique-87085-09,"[1.252938, 45.832155]",87085,Point-justice - relais d'accès au droit Maison de l’avocat (entreprises et salariés),8 place Winston Churchill,,,87000,LIMOGES,"[1.252938, 45.832155]",05 55 34 40 63,,,['87085 Limoges']
391,permanence_juridique-87085-07,"[1.26546, 45.874308]",87085,Point-justice - relais d'accès au droit du Secours Populaire de Limoges (rue Fulton),6 rue Fulton,,,87280,LIMOGES,"[1.26546, 45.874308]",05 55 04 20 00,,,['87085 Limoges']
392,permanence_juridique-87085-06,"[1.231176, 45.821728]",87085,Point-justice - relais d'accès au droit du Secours Populaire de Limoges (rue des places),57 rue des places,,,87000,LIMOGES,"[1.231176, 45.821728]",05 55 77 96 33,,,['87085 Limoges']
393,permanence_juridique-87085-04,"[1.246209, 45.823436]",87085,Point-justice - relais d'accès au droit Maison Du département de Limoges,24 avenue du Président Coty;,,,87100,LIMOGES,"[1.246209, 45.823436]",05 55 49 19 99,,,['87085 Limoges']
394,permanence_juridique-87154-02,"[0.896588, 45.886676]",87154,Point-justice - relais d'accès au droit Maison du département de Saint-Junien,2 rue Alfred de Musset,,,87200,ST JUNIEN,"[0.896588, 45.886676]",05 55 43 06 06,,,['87154 Saint-Junien']
395,permanence_juridique-87014-01,"[1.368669, 46.109014]",87014,Point-justice - relais d'accès au droit de la Mairie de Bessines-Sur-Gartempe,1 place de la Liberté,,,87250,BESSINES SUR GARTEMPE,"[1.368669, 46.109014]",05 55 76 05 09,,,['87014 Bessines-sur-Gartempe']
396,permanence_juridique-87085-02,"[1.261824, 45.833157]",87085,Point-justice - relais d'accès au droit Chambre de Métiers et d’Artisanat,12 avenue Garibaldi,,,87000,LIMOGES,"[1.261824, 45.833157]",05 55 45 27 00,,,['87085 Limoges']
397,permanence_juridique-87085-08,"[1.252938, 45.832155]",87085,Point-justice - Point d'accès au droit Maison de l’Avocat de Limoges,8 place Winston Churchill,,,87000,LIMOGES,"[1.252938, 45.832155]",05 55 34 40 63,,,['87085 Limoges']
398,permanence_juridique-87085-12,"[1.258951, 45.825391]",87085,Point-justice - relais d'accès au droit DIRECCTE de Limoges,2 allée Saint-Alexis,,,87000,LIMOGES,"[1.258951, 45.825391]",05 55 11 66 00,,,['87085 Limoges']
399,permanence_juridique-87011-01,"[1.063351, 46.123572]",87011,Point-justice - relais d'accès au droit de la Maison Du département de Bellac,32 rue Vincent Auriol,,,87300,BELLAC,"[1.063351, 46.123572]",05 55 33 86 00,,,['87011 Bellac']
400,permanence_juridique-87085-10,"[1.252938, 45.832155]",87085,Point-justice - relais d'accès au droit Maison de l’avocat de Limoges (aide juridictionnelle),8 place Winston Churchill,,,87000,LIMOGES,"[1.252938, 45.832155]",05 55 34 40 63,,,['87085 Limoges']
401,permanence_juridique-87114-01,"[1.307192, 45.830366]",87114,Point-justice - relais d'accès au droit Chambre d’Agriculture,2 rue Georges Guingouin,,,87350,PANAZOL,"[1.307192, 45.830366]",05 87 50 40 00,,,['87114 Panazol']
402,permanence_juridique-87187-02,"[1.204945, 45.510959]",87187,Point-justice - relais d'accès au droit Maison de service au Public de Saint-Yrieix-la-Perche,rue du 8 mai 1945,,,87500,ST YRIEIX LA PERCHE,"[1.204945, 45.510959]",05 55 33 86 00,,,['87187 Saint-Yrieix-la-Perche']
403,permanence_juridique-15187-01,"[3.081741, 45.036372]",15187,Point-justice - relais d'accès au droit de la maison des services sociaux de Saint Flour,14 avenue de besserette,,,15100,ST FLOUR,"[3.081741, 45.036372]",,,,['15187 Saint-Flour']
404,permanence_juridique-15152-02,"[2.841624, 44.925006]",15152,Point-justice - France services,6 rue de l'Aubrac,,,15230,PIERREFORT,"[2.841624, 44.925006]",04 71 23 23 54,,,['15152 Pierrefort']
405,permanence_juridique-15265-01,"[2.436165, 45.346104]",15265,Point-justice - France services,4 rue du Docteur Basset,,,15270,YDES,"[2.436165, 45.346104]",04 71 40 87 31,,,['15265 Ydes']
406,permanence_juridique-15265-02,"[2.436165, 45.346104]",15265,Point-justice - relais d'accès au droit de la maison de services au public de Ydes,4 rue du docteur Basset,,,15240,YDES,"[2.436165, 45.346104]",04 71 40 87 31,,,['15265 Ydes']
407,permanence_juridique-15122-01,"[2.196033, 44.710182]",15122,Point-justice - France services,3 place du 11 Novembre,,,15600,MAURS,"[2.196033, 44.710182]",04 71 46 87 17,,,['15122 Maurs']
408,permanence_juridique-15014-01,"[2.441841, 44.923416]",15014,Point-justice - relais d'accès au droit d'Aurillac (locaux CDAD),5 rue Edouard Herriot,,,15000,AURILLAC,"[2.441841, 44.923416]",04 71 43 00 10,,,['15014 Aurillac']
409,permanence_juridique-15045-02,"[3.005688, 44.855073]",15045,Point-justice - France services,29 avenue Pierre Vialard,,,15110,CHAUDES AIGUES,"[3.005688, 44.855073]",04 71 23 92 33,,,['15045 Chaudes-Aigues']
410,permanence_juridique-15045-01,"[3.005688, 44.855073]",15045,Point-justice - relais d'accès au droit de la maison de services au public de Chaudes Aigues,29 avenue Pierre Vialard,,,15110,CHAUDES AIGUES,"[3.005688, 44.855073]",04 71 23 92 33,,,['15045 Chaudes-Aigues']
411,permanence_juridique-15120-01,"[2.332148, 45.218294]",15120,Point-justice - Point d'accès au droit de la maison des services de Mauriac,place Gambetta,,,15200,MAURIAC,"[2.332148, 45.218294]",04 71 68 01 85,,,['15120 Mauriac']
412,permanence_juridique-15168-01,"[3.224392, 45.000426]",15168,Point-justice - France services,Le bourg,,,15320,RUYNES EN MARGERIDE,"[3.224392, 45.000426]",04 71 20 09 26,,,['15168 Ruynes-en-Margeride']
413,permanence_juridique-15152-01,"[2.841624, 44.925006]",15152,Point-justice - relais d'accès au droit de la maison de services au public de Pierrefort,6 rue de l'aubrac,,,15230,PIERREFORT,"[2.841624, 44.925006]",04 71 23 23 54,,,['15152 Pierrefort']
414,permanence_juridique-15134-01,"[2.500459, 44.708142]",15134,Point-justice - France services,25 rue du Tour de Ville,,,15120,MONTSALVY,"[2.500459, 44.708142]",04 71 49 64 37,,,['15134 Montsalvy']
415,permanence_juridique-15122-02,"[2.196033, 44.710182]",15122,Point-justice - relais d'accès au droit au droit de la maison de services au public Chataigneraie Cantalienne,3 place du 11 novembre,,,15600,MAURS,"[2.196033, 44.710182]",04 71 46 81 17,,,['15122 Maurs']
416,permanence_juridique-15162-01,"[2.658048, 45.284699]",15162,Point-justice - relais d'accès au droit de l'établissement public de services de Riom es Montagnes,261 place de la gare,,,15400,RIOM ES MONTAGNES,"[2.658048, 45.284699]",04 71 78 21 49,,,['15162 Riom-ès-Montagnes']
417,permanence_juridique-03191-02,"[2.911991, 46.402381]",03191,Point-justice - relais d'accès au droit de la maison de services au public de Murat,4 rue du faubourg Notre-Dame,,,15300,MURAT,"[2.911991, 46.402381]",04 71 20 28 88,,,['03191 Murat']
418,permanence_juridique-03186-01,"[2.953847, 46.318921]",03186,Point-justice - France services,7 rue de la République,,,03390,MONTMARAULT,"[2.953847, 46.318921]",04 70 02 60 11,,,['03186 Montmarault']
419,permanence_juridique-03161-01,"[2.631118, 46.167204]",03161,Point-justice - France services,place Pierre-Bitard,,,03420,MARCILLAT EN COMBRAILLE,"[2.631118, 46.167204]",04 70 51 10 20,,,['03161 Marcillat-en-Combraille']
420,permanence_juridique-03138-01,"[3.63891, 46.249976]",03138,Point-justice - France services,boulevard de l'Hôtel de Ville,,,03120,LAPALISSE,"[3.63891, 46.249976]",04 70 99 76 17,,,['03138 Lapalisse']
421,permanence_juridique-03191-01,"[2.911991, 46.402381]",03191,Point-justice - France services,4 rue du Faubourg Nôtre-dame,,,15300,MURAT,"[2.911991, 46.402381]",04 71 20 28 88,,,['03191 Murat']
422,permanence_juridique-38548-01,"[5.552432, 45.06632]",38548,Point-justice - Point d'accès au droit Maison du territoire de Villard de Lans,"150 impasse de Meillarot, La Combe",,,38205,VILLARD DE LANS,"[5.552432, 45.06632]",04 57 38 49 00,,,['38548 Villard-de-Lans']
423,permanence_juridique-38185-05,"[5.733725, 45.193872]",38185,Point-justice - Point d'accès au droit Maison des habitants Centre ville Grenoble,2 rue du Vieux Temple,,,38000,GRENOBLE,"[5.733725, 45.193872]",04 76 54 67 53,,,['38185 Grenoble']
424,permanence_juridique-38185-03,"[5.711191, 45.186539]",38185,Point-justice - Point d'accès au droit Maison des habitants Chorier Berriat Grenoble,10 rue Henri Le Chatelier,,,38000,GRENOBLE,"[5.711191, 45.186539]",04 76 21 29 09,,,['38185 Grenoble']
425,permanence_juridique-38226-01,"[5.749999, 44.813413]",38226,Point-justice - Point d'accès au droit Maison du territoire de Mens,435 rue du Docteur Senebier,,,38710,MENS,"[5.749999, 44.813413]",04 80 34 85 00,,,['38226 Mens']
426,permanence_juridique-38185-02,"[5.721285, 45.183227]",38185,Point-justice - Point d'accès au droit Maison des habitants Bois d'Artas Grenoble,1 rue Augereau,,,38100,GRENOBLE,"[5.721285, 45.183227]",04 76 17 00 37,,,['38185 Grenoble']
427,permanence_juridique-38185-06,"[5.738315, 45.162066]",38185,Point-justice - Point d'accès au droit Maison des habitants Baladins Grenoble,31 place des Géants,,,38100,GRENOBLE,"[5.738315, 45.162066]",04 76 33 35 03,,,['38185 Grenoble']
428,permanence_juridique-38185-04,"[5.736849, 45.176871]",38185,Point-justice - Point d'accès au droit Maison des habitants Teisseire-Malherbe Grenoble,110 avenue Jean Perrot,,,38100,GRENOBLE,"[5.736849, 45.176871]",04 76 25 49 63,,,['38185 Grenoble']
429,permanence_juridique-38185-11,"[5.733215, 45.163947]",38185,Point-justice - Point d'accès au droit Maison des habitants Le Patio Grenoble,97 Galerie de l'Arlequin,,,38100,GRENOBLE,"[5.733215, 45.163947]",04 76 22 92 10,,,['38185 Grenoble']
430,permanence_juridique-38185-08,"[5.707283, 45.17254]",38185,Point-justice - Point d'accès au droit Maison des habitants Anatole France Grenoble,68 bis rue Anatole France,,,38000,GRENOBLE,"[5.707283, 45.17254]",04 76 20 53 90,,,['38185 Grenoble']
431,permanence_juridique-38226-02,"[5.749999, 44.813413]",38226,Point-justice - France services,435 rue Dr Senebier,,,38000,MENS,"[5.749999, 44.813413]",04 80 34 85 00,,,['38226 Mens']
432,permanence_juridique-38185-01,"[5.744908, 45.179476]",38185,Point-justice - Point d'accès au droit Maison des habitants Abbaye Jouhaux Grenoble,1 place Commune de 1871,,,38100,GRENOBLE,"[5.744908, 45.179476]",04 76 54 26 27,,,['38185 Grenoble']
433,permanence_juridique-38053-01,"[5.277064, 45.586741]",38053,Point-justice - Point d'accès au droit de la Maison de l'avocat de Bourgoin-Jallieu,10 rue du Tribunal,,,38317,BOURGOIN JALLIEU,"[5.277064, 45.586741]",04 74 28 20 65,,,['38053 Bourgoin-Jallieu']
434,permanence_juridique-38169-01,"[5.699268, 45.189176]",38169,Point-justice - Point d'accès au droit de Fontaine,12 avenue Aristide Briand,,,38600,FONTAINE,"[5.699268, 45.189176]",04 76 27 58 71,,,['38169 Fontaine']
435,permanence_juridique-38544-01,"[4.91883, 45.514115]",38544,Point-justice - Point d'accès au droit du Tribunal judiciaire de Vienne,place du Château,,,38209,VIENNE,"[4.91883, 45.514115]",04 74 78 05 58,,,['38544 Vienne']
436,permanence_juridique-38185-07,"[5.726018, 45.177266]",38185,Point-justice - Point d'accès au droit Maison des habitants Capuche Grenoble,58 rue Stalingrad,,,38100,GRENOBLE,"[5.726018, 45.177266]",04 76 87 80 74,,,['38185 Grenoble']
437,permanence_juridique-38185-12,"[5.733215, 45.163947]",38185,Point-justice - France services,97 Galerie de l'Arlequin,,,38100,GRENOBLE,"[5.733215, 45.163947]",04 63 71 35 17,,,['38185 Grenoble']
438,permanence_juridique-38185-09,"[5.727591, 45.163589]",38185,Point-justice - Point d'accès au droit Maison des habitants Prémol Grenoble,7 rue Henri Duhamel,,,38100,GRENOBLE,"[5.727591, 45.163589]",04 76 09 00 28,,,['38185 Grenoble']
439,permanence_juridique-38185-10,"[5.736849, 45.176871]",38185,Point-justice - Point d'accès au droit Maison des habitants Bajatière Grenoble,79 avenue Jean Perrot,,,38100,GRENOBLE,"[5.736849, 45.176871]",04 76 54 41 80,,,['38185 Grenoble']
440,permanence_juridique-62186-01,"[2.722345, 50.445766]",62186,Point-justice - Point d'accès au droit de Bully les Mines,7 place Victor Hugo,,,62160,BULLY LES MINES,"[2.722345, 50.445766]",03 21 29 25 06,,,['62186 Bully-les-Mines']
441,permanence_juridique-62907-01,"[3.009111, 50.479483]",62907,Point-justice - Point d'accès au droit de Libercourt,2 rue Jean-Baptiste DELOBEL,,,62820,LIBERCOURT,"[3.009111, 50.479483]",03 21 18 64 01,,,['62907 Libercourt']
442,permanence_juridique-62065-01,"[2.831084, 50.409358]",62065,Point-justice - Point d'accès au droit d'Avion Pôle des services publics,29 rue Raoul BRIQUET,,,62210,AVION,"[2.831084, 50.409358]",03 21 49 80 94,,,['62065 Avion']
443,permanence_juridique-62510-01,"[2.772767, 50.419243]",62510,Point-justice - Point d’accès au droit de Lievin,49 rue Jean Baptiste DEFERNEZ,,,62800,LIEVIN,"[2.772767, 50.419243]",03 21 45 81 60,,,['62510 Liévin']
444,permanence_juridique-62041-01,"[2.777981, 50.290821]",62041,Point-justice - Point d'accès au droit de la Communauté Urbaine d'Arras,place des écrins - quartier des nouvelles résidences,,,62223,ARRAS,"[2.777981, 50.290821]",03 21 73 85 62,,,['62041 Arras']
445,permanence_juridique-62390-01,"[1.600033, 50.38877]",62390,Point-justice - Point d'accès au droit de Berck sur Mer,Cottage des dunes- 2 rond point du cottage,,,62600,BERCK SUR MER,"[1.600033, 50.38877]",03 21 89 90 41,,,['62390 Groffliers']
446,permanence_juridique-62051-01,"[2.790448, 50.511521]",62051,Point-justice - Point d'accès au droit de Auchy Les Mines,Maison pour tous rue Paul Emile Victor,,,62138,AUCHY LES MINES,"[2.790448, 50.511521]",03 62 61 48 90,,,['62051 Auchy-les-Mines']
447,permanence_juridique-62178-01,"[2.546596, 50.482233]",62178,Point-justice - Point d'accès au droit  de Bruay la Buissière,"Maison des Services, 39 rue Pierre Bérégovoy",,,62701,BRUAY LA BUISSIERE,"[2.546596, 50.482233]",03 62 61 48 90,,,['62178 Bruay-la-Buissière']
